194,192,191,245,226
193,192,191,246,227
195,192,191,246,226
195,192,193,245,224
194,192,191,246,226
194,191,193,246,226
194,192,195,245,225
194,193,193,245,225
193,192,194,244,225
195,190,194,244,223
194,191,195,244,225
194,193,194,238,225
195,192,192,245,225
195,191,195,246,222
195,192,195,245,224
194,191,194,245,227
195,191,196,246,224
196,189,195,247,228
195,191,195,245,227
189,192,196,246,227
191,191,194,247,227
191,191,194,248,226
191,192,193,249,230
190,191,196,250,228
190,190,197,249,228
191,190,195,250,232
191,192,194,249,233
190,191,193,251,233
190,190,192,253,232
191,189,193,252,232
195,190,192,251,232
195,190,195,251,231
196,191,193,251,231
195,191,194,252,231
195,191,194,251,228
191,190,195,250,230
196,191,193,250,228
192,191,194,249,230
192,190,196,247,224
192,191,196,249,229
192,191,192,248,227
192,191,196,250,227
190,192,195,247,228
191,191,195,249,227
192,191,194,248,227
192,190,192,247,228
192,192,193,246,228
191,192,193,248,227
192,191,193,247,228
193,190,193,249,227
191,192,194,248,227
192,191,194,247,225
192,191,194,248,227
192,191,194,249,228
192,192,192,250,227
193,190,193,250,231
192,191,193,250,230
192,190,194,249,227
192,191,193,249,226
191,190,193,249,230
190,190,191,249,227
191,191,190,249,229
191,190,190,250,230
191,190,189,248,229
192,191,190,249,227
192,191,189,248,227
193,190,189,247,227
191,188,191,248,229
191,191,190,247,230
190,190,191,247,229
192,190,189,248,230
191,191,188,251,229
191,190,190,249,226
191,190,189,250,228
191,191,188,248,229
191,191,189,248,225
190,189,189,246,228
190,191,189,245,228
190,193,189,242,227
191,193,189,242,227
191,192,187,242,226
192,192,188,243,227
191,192,189,242,225
190,191,189,243,228
190,191,189,241,226
190,191,189,242,225
191,192,190,241,224
191,192,190,242,225
191,192,188,241,225
190,192,190,242,225
194,192,191,242,226
193,190,190,243,225
193,192,190,244,226
194,192,189,244,226
189,193,189,243,227
189,191,190,245,227
189,190,189,244,227
189,191,189,244,228
189,192,190,243,226
188,190,190,243,227
189,191,189,242,225
189,191,190,242,226
190,191,189,243,226
190,191,190,242,226
190,190,191,241,227
189,191,190,241,227
189,192,190,243,227
193,192,191,241,229
193,192,190,240,227
193,192,191,242,227
193,193,192,240,224
192,191,192,238,223
193,191,191,239,221
192,192,192,238,223
193,192,192,240,224
193,192,191,238,225
193,192,191,239,224
193,192,190,241,225
194,192,190,238,220
194,191,189,238,222
193,190,191,239,223
193,189,190,240,220
195,190,188,239,221
193,191,190,238,224
193,190,189,241,222
195,189,188,241,222
194,189,190,239,223
192,189,190,240,223
192,190,189,238,223
192,190,189,241,223
193,191,189,238,224
192,190,189,240,226
194,189,189,241,225
193,188,190,240,225
194,189,191,239,224
193,190,191,239,223
193,190,190,239,224
194,190,190,238,222
194,190,189,240,223
195,190,192,241,221
195,189,194,239,222
194,188,195,239,220
194,190,194,239,222
193,191,193,240,222
